Date,Channel,CampaignType,CampaignName,Cost,Impressions,Clicks,Conversions,Revenue
2025-10-20,Meta Ads,Prospecting,FB_Prospecting_Broad,601.18,50067,751,20,1624.03
2025-10-20,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,469.13,39067,586,21,1671.32
2025-10-20,Meta Ads,Retargeting,FB_Retargeting_Catalog,202.07,16867,253,14,1080.46
2025-10-20,Microsoft Ads,Search,MS_Search_Brand,54.66,2275,91,3,274.07
2025-10-20,Microsoft Ads,Shopping,MS_Shopping_Feed,129.23,14333,215,5,392.62
2025-10-21,Google Ads,Search,GG_Search_Brand,153.09,3200,128,8,636.44
2025-10-21,Google Ads,Search,GG_Search_Generic,414.78,8650,346,11,874.8
2025-10-21,Google Ads,PMax,GG_PMax_Performance,930.84,38800,776,45,3633.04
2025-10-21,Google Ads,Shopping,GG_Shopping_Top_Products,519.58,28867,433,25,1986.82
2025-10-21,Meta Ads,Prospecting,FB_Prospecting_Broad,713.78,59467,892,28,2273.88
2025-10-21,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,399.07,33267,499,15,1238.12
2025-10-21,Meta Ads,Retargeting,FB_Retargeting_Catalog,219.87,18333,275,16,1280.86
2025-10-21,Microsoft Ads,Search,MS_Search_Brand,60.83,2525,101,4,338.96
2025-10-21,Microsoft Ads,Shopping,MS_Shopping_Feed,117.18,13000,195,4,328.77
2025-10-22,Google Ads,Search,GG_Search_Brand,153.39,3200,128,8,644.82
2025-10-22,Google Ads,Search,GG_Search_Generic,431.16,8975,359,12,950.76
2025-10-22,Google Ads,PMax,GG_PMax_Performance,777.15,32400,648,32,2597.66
2025-10-22,Google Ads,Shopping,GG_Shopping_Top_Products,472.19,26200,393,21,1669.86
2025-10-22,Meta Ads,Prospecting,FB_Prospecting_Broad,560.36,46667,700,18,1445.36
2025-10-22,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,378.42,31533,473,14,1128.8
2025-10-22,Meta Ads,Retargeting,FB_Retargeting_Catalog,198.42,16533,248,13,1062.51
2025-10-22,Microsoft Ads,Search,MS_Search_Brand,47.27,1975,79,3,211.36
2025-10-22,Microsoft Ads,Shopping,MS_Shopping_Feed,101.49,11267,169,3,252.2
2025-10-23,Google Ads,Search,GG_Search_Brand,164.65,3425,137,9,745.46
2025-10-23,Google Ads,Search,GG_Search_Generic,432.46,9000,360,12,965.6
2025-10-23,Google Ads,PMax,GG_PMax_Performance,910.89,37950,759,44,3552.95
2025-10-23,Google Ads,Shopping,GG_Shopping_Top_Products,440.2,24467,367,18,1473.96
2025-10-23,Meta Ads,Prospecting,FB_Prospecting_Broad,705.26,58800,882,28,2265.07
2025-10-23,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,408.34,34000,510,16,1318.56
2025-10-23,Meta Ads,Retargeting,FB_Retargeting_Catalog,205.99,17133,257,14,1152.53
2025-10-23,Microsoft Ads,Search,MS_Search_Brand,53.57,2225,89,3,271.11
2025-10-23,Microsoft Ads,Shopping,MS_Shopping_Feed,109.81,12200,183,4,296.03
2025-10-24,Google Ads,Search,GG_Search_Brand,142.47,2975,119,7,577.32
2025-10-24,Google Ads,Search,GG_Search_Generic,384.68,8025,321,10,788.33
2025-10-24,Google Ads,PMax,GG_PMax_Performance,676.27,28200,564,26,2051.79
2025-10-24,Google Ads,Shopping,GG_Shopping_Top_Products,478.96,26600,399,22,1769.75
2025-10-24,Meta Ads,Prospecting,FB_Prospecting_Broad,585.46,48800,732,20,1621.12
2025-10-24,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,400.55,33400,501,16,1297.94
2025-10-24,Meta Ads,Retargeting,FB_Retargeting_Catalog,214.66,17867,268,16,1273.59
2025-10-24,Microsoft Ads,Search,MS_Search_Brand,46.27,1925,77,3,209.21
2025-10-24,Microsoft Ads,Shopping,MS_Shopping_Feed,96.74,10733,161,3,237.28
2025-10-25,Google Ads,Search,GG_Search_Brand,144.7,3025,121,8,616.73
2025-10-25,Google Ads,Search,GG_Search_Generic,337.12,7025,281,8,634.58
2025-10-25,Google Ads,PMax,GG_PMax_Performance,605.38,25200,504,21,1719.21
2025-10-25,Google Ads,Shopping,GG_Shopping_Top_Products,377.79,21000,315,15,1163.2
2025-10-25,Meta Ads,Prospecting,FB_Prospecting_Broad,548.54,45733,686,19,1483.7
2025-10-25,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,350.21,29200,438,13,1040.4
2025-10-25,Meta Ads,Retargeting,FB_Retargeting_Catalog,161.8,13467,202,10,768.14
2025-10-25,Microsoft Ads,Search,MS_Search_Brand,45.58,1900,76,3,210.82
2025-10-25,Microsoft Ads,Shopping,MS_Shopping_Feed,97.37,10800,162,3,249.12
2025-10-26,Google Ads,Search,GG_Search_Brand,167.59,3500,140,10,763.59
2025-10-26,Google Ads,Search,GG_Search_Generic,442.62,9225,369,12,999.57
2025-10-26,Google Ads,PMax,GG_PMax_Performance,759.57,31650,633,31,2486.31
2025-10-26,Google Ads,Shopping,GG_Shopping_Top_Products,601.39,33400,501,33,2650.44
2025-10-26,Meta Ads,Prospecting,FB_Prospecting_Broad,623.68,52000,780,22,1774.11
2025-10-26,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,401.09,33400,501,16,1261.8
2025-10-26,Meta Ads,Retargeting,FB_Retargeting_Catalog,194.03,16200,243,13,1017.96
2025-10-26,Microsoft Ads,Search,MS_Search_Brand,55.29,2300,92,4,285.23
2025-10-26,Microsoft Ads,Shopping,MS_Shopping_Feed,98.04,10867,163,3,236.07
2025-10-27,Google Ads,Search,GG_Search_Brand,185.02,3850,154,11,905.45
2025-10-27,Google Ads,Search,GG_Search_Generic,388.74,8100,324,10,765.96
2025-10-27,Google Ads,PMax,GG_PMax_Performance,1030.37,42950,859,55,4369.01
2025-10-27,Google Ads,Shopping,GG_Shopping_Top_Products,487.16,27067,406,22,1740.96
2025-10-27,Meta Ads,Prospecting,FB_Prospecting_Broad,622.88,51933,779,22,1738.0
2025-10-27,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,391.98,32667,490,15,1185.86
2025-10-27,Meta Ads,Retargeting,FB_Retargeting_Catalog,255.12,21267,319,21,1685.27
2025-10-27,Microsoft Ads,Search,MS_Search_Brand,58.04,2425,97,4,307.25
2025-10-27,Microsoft Ads,Shopping,MS_Shopping_Feed,105.04,11667,175,3,264.53
2025-10-28,Google Ads,Search,GG_Search_Brand,151.27,3150,126,8,622.09
2025-10-28,Google Ads,Search,GG_Search_Generic,379.84,7925,317,9,739.2
2025-10-28,Google Ads,PMax,GG_PMax_Performance,916.98,38200,764,44,3530.62
2025-10-28,Google Ads,Shopping,GG_Shopping_Top_Products,474.71,26400,396,21,1671.4
2025-10-28,Meta Ads,Prospecting,FB_Prospecting_Broad,651.2,54267,814,24,1908.84
2025-10-28,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,477.36,39800,597,22,1742.94
2025-10-28,Meta Ads,Retargeting,FB_Retargeting_Catalog,216.11,18000,270,15,1239.32
2025-10-28,Microsoft Ads,Search,MS_Search_Brand,46.99,1950,78,3,207.06
2025-10-28,Microsoft Ads,Shopping,MS_Shopping_Feed,107.06,11867,178,3,276.74
2025-10-29,Google Ads,Search,GG_Search_Brand,166.41,3475,139,9,753.34
2025-10-29,Google Ads,Search,GG_Search_Generic,424.53,8850,354,12,923.03
2025-10-29,Google Ads,PMax,GG_PMax_Performance,918.81,38300,766,45,3577.06
2025-10-29,Google Ads,Shopping,GG_Shopping_Top_Products,474.21,26333,395,21,1683.57
2025-10-29,Meta Ads,Prospecting,FB_Prospecting_Broad,715.63,59667,895,29,2306.35
2025-10-29,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,480.0,40000,600,22,1777.76
2025-10-29,Meta Ads,Retargeting,FB_Retargeting_Catalog,230.95,19267,289,18,1419.81
2025-10-29,Microsoft Ads,Search,MS_Search_Brand,58.01,2425,97,4,312.62
2025-10-29,Microsoft Ads,Shopping,MS_Shopping_Feed,100.0,11133,167,3,245.15
2025-10-30,Google Ads,Search,GG_Search_Brand,150.97,3150,126,8,631.59
2025-10-30,Google Ads,Search,GG_Search_Generic,468.41,9750,390,14,1124.48
2025-10-30,Google Ads,PMax,GG_PMax_Performance,825.13,34400,688,37,2941.69
2025-10-30,Google Ads,Shopping,GG_Shopping_Top_Products,582.32,32333,485,31,2517.12
2025-10-30,Meta Ads,Prospecting,FB_Prospecting_Broad,620.36,51667,775,22,1773.31
2025-10-30,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,374.18,31200,468,14,1115.47
2025-10-30,Meta Ads,Retargeting,FB_Retargeting_Catalog,177.12,14733,221,11,863.02
2025-10-30,Microsoft Ads,Search,MS_Search_Brand,52.69,2200,88,3,262.71
2025-10-30,Microsoft Ads,Shopping,MS_Shopping_Feed,95.98,10667,160,3,228.88
2025-10-31,Google Ads,Search,GG_Search_Brand,138.37,2875,115,7,545.9
2025-10-31,Google Ads,Search,GG_Search_Generic,422.46,8800,352,12,943.09
2025-10-31,Google Ads,PMax,GG_PMax_Performance,771.56,32150,643,33,2642.23
2025-10-31,Google Ads,Shopping,GG_Shopping_Top_Products,433.75,24067,361,18,1463.26
2025-10-31,Meta Ads,Prospecting,FB_Prospecting_Broad,499.56,41600,624,15,1195.65
2025-10-31,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,333.41,27800,417,11,912.92
2025-10-31,Meta Ads,Retargeting,FB_Retargeting_Catalog,201.7,16800,252,14,1130.6
2025-10-31,Microsoft Ads,Search,MS_Search_Brand,47.07,1950,78,3,216.26
2025-10-31,Microsoft Ads,Shopping,MS_Shopping_Feed,91.51,10200,153,3,213.33
2025-11-01,Google Ads,Search,GG_Search_Brand,139.45,2900,116,7,542.52
2025-11-01,Google Ads,Search,GG_Search_Generic,351.9,7325,293,8,650.72
2025-11-01,Google Ads,PMax,GG_PMax_Performance,910.09,37900,758,44,3547.0
2025-11-01,Google Ads,Shopping,GG_Shopping_Top_Products,481.53,26733,401,22,1750.73
2025-11-01,Meta Ads,Prospecting,FB_Prospecting_Broad,539.07,44933,674,17,1355.04
2025-11-01,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,407.24,33933,509,16,1311.79
2025-11-01,Meta Ads,Retargeting,FB_Retargeting_Catalog,190.08,15867,238,12,988.21
2025-11-01,Microsoft Ads,Search,MS_Search_Brand,46.2,1925,77,3,204.29
2025-11-01,Microsoft Ads,Shopping,MS_Shopping_Feed,109.09,12133,182,4,292.37
2025-11-02,Google Ads,Search,GG_Search_Brand,179.95,3750,150,10,826.36
2025-11-02,Google Ads,Search,GG_Search_Generic,486.64,10150,406,14,1131.57
2025-11-02,Google Ads,PMax,GG_PMax_Performance,992.85,41350,827,49,3917.61
2025-11-02,Google Ads,Shopping,GG_Shopping_Top_Products,599.46,33333,500,31,2489.2
2025-11-02,Meta Ads,Prospecting,FB_Prospecting_Broad,806.33,67200,1008,34,2734.34
2025-11-02,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,508.68,42400,636,23,1875.92
2025-11-02,Meta Ads,Retargeting,FB_Retargeting_Catalog,263.45,21933,329,22,1723.52
2025-11-02,Microsoft Ads,Search,MS_Search_Brand,71.81,3000,120,6,443.1
2025-11-02,Microsoft Ads,Shopping,MS_Shopping_Feed,131.35,14600,219,5,389.61
2025-11-03,Google Ads,Search,GG_Search_Brand,213.01,4450,178,14,1118.74
2025-11-03,Google Ads,Search,GG_Search_Generic,606.83,12650,506,21,1690.46
2025-11-03,Google Ads,PMax,GG_PMax_Performance,1127.81,47000,940,61,4904.12
2025-11-03,Google Ads,Shopping,GG_Shopping_Top_Products,686.9,38133,572,40,3168.72
2025-11-03,Meta Ads,Prospecting,FB_Prospecting_Broad,755.99,63000,945,30,2377.42
2025-11-03,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,521.47,43467,652,24,1932.63
2025-11-03,Meta Ads,Retargeting,FB_Retargeting_Catalog,262.58,21867,328,21,1683.17
2025-11-03,Microsoft Ads,Search,MS_Search_Brand,66.32,2775,111,5,374.42
2025-11-03,Microsoft Ads,Shopping,MS_Shopping_Feed,118.61,13200,198,4,315.35
2025-11-04,Google Ads,Search,GG_Search_Brand,191.89,4000,160,12,925.45
2025-11-04,Google Ads,Search,GG_Search_Generic,490.43,10225,409,14,1138.2
2025-11-04,Google Ads,PMax,GG_PMax_Performance,998.37,41600,832,49,3923.91
2025-11-04,Google Ads,Shopping,GG_Shopping_Top_Products,567.07,31533,473,28,2219.26
2025-11-04,Meta Ads,Prospecting,FB_Prospecting_Broad,705.05,58733,881,26,2099.53
2025-11-04,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,472.07,39333,590,20,1612.9
2025-11-04,Meta Ads,Retargeting,FB_Retargeting_Catalog,234.35,19533,293,17,1367.3
2025-11-04,Microsoft Ads,Search,MS_Search_Brand,75.31,3150,126,6,480.47
2025-11-04,Microsoft Ads,Shopping,MS_Shopping_Feed,131.61,14600,219,5,387.57
2025-11-05,Google Ads,Search,GG_Search_Brand,212.61,4425,177,14,1134.39
2025-11-05,Google Ads,Search,GG_Search_Generic,482.68,10050,402,14,1114.13
2025-11-05,Google Ads,PMax,GG_PMax_Performance,1087.1,45300,906,58,4654.18
2025-11-05,Google Ads,Shopping,GG_Shopping_Top_Products,719.4,39933,599,44,3519.58
2025-11-05,Meta Ads,Prospecting,FB_Prospecting_Broad,763.84,63667,955,31,2467.17
2025-11-05,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,531.46,44267,664,25,2038.67
2025-11-05,Meta Ads,Retargeting,FB_Retargeting_Catalog,245.5,20467,307,19,1507.27
2025-11-05,Microsoft Ads,Search,MS_Search_Brand,61.56,2575,103,4,330.76
2025-11-05,Microsoft Ads,Shopping,MS_Shopping_Feed,118.91,13200,198,4,322.44
2025-11-06,Google Ads,Search,GG_Search_Brand,191.54,4000,160,12,939.34
2025-11-06,Google Ads,Search,GG_Search_Generic,506.42,10550,422,15,1232.28
2025-11-06,Google Ads,PMax,GG_PMax_Performance,1063.66,44300,886,56,4508.03
2025-11-06,Google Ads,Shopping,GG_Shopping_Top_Products,654.03,36333,545,37,2965.66
2025-11-06,Meta Ads,Prospecting,FB_Prospecting_Broad,694.62,57867,868,26,2078.66
2025-11-06,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,564.9,47067,706,29,2310.65
2025-11-06,Meta Ads,Retargeting,FB_Retargeting_Catalog,254.97,21267,319,20,1635.13
2025-11-06,Microsoft Ads,Search,MS_Search_Brand,57.06,2375,95,4,288.95
2025-11-06,Microsoft Ads,Shopping,MS_Shopping_Feed,109.46,12133,182,3,277.95
2025-11-07,Google Ads,Search,GG_Search_Brand,151.65,3150,126,8,614.35
2025-11-07,Google Ads,Search,GG_Search_Generic,433.77,9025,361,12,936.6
2025-11-07,Google Ads,PMax,GG_PMax_Performance,872.87,36350,727,39,3158.76
2025-11-07,Google Ads,Shopping,GG_Shopping_Top_Products,555.26,30867,463,28,2216.86
2025-11-07,Meta Ads,Prospecting,FB_Prospecting_Broad,779.39,64933,974,33,2641.84
2025-11-07,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,522.67,43533,653,25,2035.58
2025-11-07,Meta Ads,Retargeting,FB_Retargeting_Catalog,258.23,21533,323,21,1709.98
2025-11-07,Microsoft Ads,Search,MS_Search_Brand,49.25,2050,82,3,222.67
2025-11-07,Microsoft Ads,Shopping,MS_Shopping_Feed,122.72,13667,205,4,352.86
2025-11-08,Google Ads,Search,GG_Search_Brand,141.71,2950,118,7,559.5
2025-11-08,Google Ads,Search,GG_Search_Generic,381.82,7950,318,10,760.95
2025-11-08,Google Ads,PMax,GG_PMax_Performance,730.21,30450,609,29,2327.89
2025-11-08,Google Ads,Shopping,GG_Shopping_Top_Products,540.79,30067,451,27,2185.81
2025-11-08,Meta Ads,Prospecting,FB_Prospecting_Broad,526.07,43867,658,16,1293.01
2025-11-08,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,444.18,37000,555,19,1548.42
2025-11-08,Meta Ads,Retargeting,FB_Retargeting_Catalog,179.94,15000,225,11,889.59
2025-11-08,Microsoft Ads,Search,MS_Search_Brand,43.94,1825,73,2,185.53
2025-11-08,Microsoft Ads,Shopping,MS_Shopping_Feed,89.21,9933,149,2,198.93
2025-11-09,Google Ads,Search,GG_Search_Brand,220.64,4600,184,15,1216.88
2025-11-09,Google Ads,Search,GG_Search_Generic,526.74,10975,439,16,1315.42
2025-11-09,Google Ads,PMax,GG_PMax_Performance,983.26,40950,819,48,3845.92
2025-11-09,Google Ads,Shopping,GG_Shopping_Top_Products,647.52,36000,540,36,2882.47
2025-11-09,Meta Ads,Prospecting,FB_Prospecting_Broad,822.67,68533,1028,36,2840.42
2025-11-09,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,532.78,44400,666,26,2048.34
2025-11-09,Meta Ads,Retargeting,FB_Retargeting_Catalog,228.39,19000,285,16,1313.42
2025-11-09,Microsoft Ads,Search,MS_Search_Brand,56.07,2325,93,3,276.84
2025-11-09,Microsoft Ads,Shopping,MS_Shopping_Feed,126.24,14000,210,5,361.31
2025-11-10,Google Ads,Search,GG_Search_Brand,199.44,4150,166,12,987.46
2025-11-10,Google Ads,Search,GG_Search_Generic,600.25,12500,500,21,1655.97
2025-11-10,Google Ads,PMax,GG_PMax_Performance,986.07,41100,822,48,3800.15
2025-11-10,Google Ads,Shopping,GG_Shopping_Top_Products,765.39,42533,638,49,3889.23
2025-11-10,Meta Ads,Prospecting,FB_Prospecting_Broad,737.93,61467,922,28,2270.56
2025-11-10,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,513.72,42800,642,23,1878.42
2025-11-10,Meta Ads,Retargeting,FB_Retargeting_Catalog,237.89,19800,297,17,1394.98
2025-11-10,Microsoft Ads,Search,MS_Search_Brand,59.45,2475,99,4,304.16
2025-11-10,Microsoft Ads,Shopping,MS_Shopping_Feed,156.39,17400,261,7,532.88
2025-11-11,Google Ads,Search,GG_Search_Brand,219.08,4575,183,15,1189.9
2025-11-11,Google Ads,Search,GG_Search_Generic,513.8,10700,428,16,1243.57
2025-11-11,Google Ads,PMax,GG_PMax_Performance,966.13,40250,805,46,3686.3
2025-11-11,Google Ads,Shopping,GG_Shopping_Top_Products,704.13,39133,587,42,3349.34
2025-11-11,Meta Ads,Prospecting,FB_Prospecting_Broad,833.23,69467,1042,36,2884.03
2025-11-11,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,511.07,42600,639,23,1875.82
2025-11-11,Meta Ads,Retargeting,FB_Retargeting_Catalog,295.1,24600,369,26,2118.19
2025-11-11,Microsoft Ads,Search,MS_Search_Brand,58.57,2450,98,4,298.12
2025-11-11,Microsoft Ads,Shopping,MS_Shopping_Feed,116.63,12933,194,4,307.99
2025-11-12,Google Ads,Search,GG_Search_Brand,200.3,4175,167,13,1013.04
2025-11-12,Google Ads,Search,GG_Search_Generic,455.44,9500,380,12,997.39
2025-11-12,Google Ads,PMax,GG_PMax_Performance,1033.14,43050,861,53,4225.35
2025-11-12,Google Ads,Shopping,GG_Shopping_Top_Products,566.99,31467,472,28,2238.64
2025-11-12,Meta Ads,Prospecting,FB_Prospecting_Broad,810.31,67533,1013,34,2760.0
2025-11-12,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,481.68,40133,602,21,1691.0
2025-11-12,Meta Ads,Retargeting,FB_Retargeting_Catalog,260.89,21733,326,21,1691.94
2025-11-12,Microsoft Ads,Search,MS_Search_Brand,64.21,2675,107,4,358.3
2025-11-12,Microsoft Ads,Shopping,MS_Shopping_Feed,126.02,14000,210,5,360.14
2025-11-13,Google Ads,Search,GG_Search_Brand,211.43,4400,176,14,1133.1
2025-11-13,Google Ads,Search,GG_Search_Generic,429.87,8950,358,11,901.77
2025-11-13,Google Ads,PMax,GG_PMax_Performance,1000.75,41700,834,50,4014.89
2025-11-13,Google Ads,Shopping,GG_Shopping_Top_Products,565.42,31400,471,28,2247.93
2025-11-13,Meta Ads,Prospecting,FB_Prospecting_Broad,647.87,54000,810,23,1819.93
2025-11-13,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,442.4,36867,553,18,1451.6
2025-11-13,Meta Ads,Retargeting,FB_Retargeting_Catalog,252.62,21067,316,20,1606.58
2025-11-13,Microsoft Ads,Search,MS_Search_Brand,61.5,2575,103,4,333.3
2025-11-13,Microsoft Ads,Shopping,MS_Shopping_Feed,108.03,12000,180,3,271.06
2025-11-14,Google Ads,Search,GG_Search_Brand,191.39,3975,159,12,957.57
2025-11-14,Google Ads,Search,GG_Search_Generic,482.37,10050,402,14,1146.8
2025-11-14,Google Ads,PMax,GG_PMax_Performance,931.85,38850,777,45,3578.28
2025-11-14,Google Ads,Shopping,GG_Shopping_Top_Products,517.18,28733,431,24,1935.56
2025-11-14,Meta Ads,Prospecting,FB_Prospecting_Broad,740.26,61667,925,30,2395.41
2025-11-14,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,439.42,36600,549,18,1462.92
2025-11-14,Meta Ads,Retargeting,FB_Retargeting_Catalog,218.7,18200,273,16,1246.17
2025-11-14,Microsoft Ads,Search,MS_Search_Brand,51.48,2150,86,3,242.39
2025-11-14,Microsoft Ads,Shopping,MS_Shopping_Feed,130.17,14467,217,5,394.68
2025-11-15,Google Ads,Search,GG_Search_Brand,170.23,3550,142,10,794.42
2025-11-15,Google Ads,Search,GG_Search_Generic,397.26,8275,331,10,820.94
2025-11-15,Google Ads,PMax,GG_PMax_Performance,919.95,38350,767,45,3620.67
2025-11-15,Google Ads,Shopping,GG_Shopping_Top_Products,458.22,25467,382,20,1591.88
2025-11-15,Meta Ads,Prospecting,FB_Prospecting_Broad,641.22,53467,802,24,1888.97
2025-11-15,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,446.77,37200,558,20,1565.71
2025-11-15,Meta Ads,Retargeting,FB_Retargeting_Catalog,189.34,15800,237,12,980.79
2025-11-15,Microsoft Ads,Search,MS_Search_Brand,56.43,2350,94,4,299.48
2025-11-15,Microsoft Ads,Shopping,MS_Shopping_Feed,101.19,11267,169,3,253.22
2025-11-16,Google Ads,Search,GG_Search_Brand,205.69,4275,171,13,1065.39
2025-11-16,Google Ads,Search,GG_Search_Generic,466.91,9725,389,13,1045.82
2025-11-16,Google Ads,PMax,GG_PMax_Performance,1109.49,46250,925,60,4837.66
2025-11-16,Google Ads,Shopping,GG_Shopping_Top_Products,713.56,39667,595,43,3465.63
2025-11-16,Meta Ads,Prospecting,FB_Prospecting_Broad,798.06,66533,998,34,2681.32
2025-11-16,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,454.66,37867,568,19,1514.92
2025-11-16,Meta Ads,Retargeting,FB_Retargeting_Catalog,240.93,20067,301,18,1454.31
2025-11-16,Microsoft Ads,Search,MS_Search_Brand,71.8,3000,120,6,442.98
2025-11-16,Microsoft Ads,Shopping,MS_Shopping_Feed,110.85,12333,185,4,282.04
2025-11-17,Google Ads,Search,GG_Search_Brand,188.83,3925,157,11,890.01
2025-11-17,Google Ads,Search,GG_Search_Generic,559.17,11650,466,18,1447.89
2025-11-17,Google Ads,PMax,GG_PMax_Performance,949.83,39600,792,44,3538.71
2025-11-17,Google Ads,Shopping,GG_Shopping_Top_Products,723.27,40200,603,44,3494.19
2025-11-17,Meta Ads,Prospecting,FB_Prospecting_Broad,890.41,74200,1113,41,3242.91
2025-11-17,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,565.77,47133,707,28,2255.98
2025-11-17,Meta Ads,Retargeting,FB_Retargeting_Catalog,259.24,21600,324,21,1642.78
2025-11-17,Microsoft Ads,Search,MS_Search_Brand,69.95,2925,117,5,414.31
2025-11-17,Microsoft Ads,Shopping,MS_Shopping_Feed,146.94,16333,245,6,473.62
2025-11-18,Google Ads,Search,GG_Search_Brand,180.19,3750,150,10,821.04
2025-11-18,Google Ads,Search,GG_Search_Generic,456.39,9500,380,12,992.45
2025-11-18,Google Ads,PMax,GG_PMax_Performance,1075.73,44800,896,57,4521.6
2025-11-18,Google Ads,Shopping,GG_Shopping_Top_Products,625.7,34733,521,33,2676.6
2025-11-18,Meta Ads,Prospecting,FB_Prospecting_Broad,701.18,58400,876,26,2077.66
2025-11-18,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,543.66,45333,680,26,2109.47
2025-11-18,Meta Ads,Retargeting,FB_Retargeting_Catalog,285.04,23733,356,25,1983.5
2025-11-18,Microsoft Ads,Search,MS_Search_Brand,59.35,2475,99,4,305.71
2025-11-18,Microsoft Ads,Shopping,MS_Shopping_Feed,112.59,12533,188,4,287.99
2025-11-19,Google Ads,Search,GG_Search_Brand,181.42,3775,151,10,839.26
2025-11-19,Google Ads,Search,GG_Search_Generic,554.61,11550,462,18,1450.65
2025-11-19,Google Ads,PMax,GG_PMax_Performance,1082.08,45100,902,58,4613.5
2025-11-19,Google Ads,Shopping,GG_Shopping_Top_Products,655.83,36467,547,37,2953.13
2025-11-19,Meta Ads,Prospecting,FB_Prospecting_Broad,818.06,68200,1023,35,2810.28
2025-11-19,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,457.71,38133,572,19,1534.32
2025-11-19,Meta Ads,Retargeting,FB_Retargeting_Catalog,230.39,19200,288,17,1335.43
2025-11-19,Microsoft Ads,Search,MS_Search_Brand,60.4,2525,101,4,318.95
2025-11-19,Microsoft Ads,Shopping,MS_Shopping_Feed,139.94,15533,233,5,439.35
2025-11-20,Google Ads,Search,GG_Search_Brand,187.55,3900,156,11,902.48
2025-11-20,Google Ads,Search,GG_Search_Generic,553.13,11525,461,18,1456.99
2025-11-20,Google Ads,PMax,GG_PMax_Performance,865.3,36050,721,38,3043.12
2025-11-20,Google Ads,Shopping,GG_Shopping_Top_Products,634.78,35267,529,35,2802.04
2025-11-20,Meta Ads,Prospecting,FB_Prospecting_Broad,727.27,60600,909,28,2268.67
2025-11-20,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,486.01,40533,608,22,1736.42
2025-11-20,Meta Ads,Retargeting,FB_Retargeting_Catalog,248.61,20733,311,19,1558.43
2025-11-20,Microsoft Ads,Search,MS_Search_Brand,63.61,2650,106,4,355.31
2025-11-20,Microsoft Ads,Shopping,MS_Shopping_Feed,111.58,12400,186,4,288.34
2025-11-21,Google Ads,Search,GG_Search_Brand,164.56,3425,137,9,718.18
2025-11-21,Google Ads,Search,GG_Search_Generic,464.52,9675,387,13,1067.31
2025-11-21,Google Ads,PMax,GG_PMax_Performance,808.55,33700,674,34,2728.94
2025-11-21,Google Ads,Shopping,GG_Shopping_Top_Products,531.9,29533,443,26,2042.21
2025-11-21,Meta Ads,Prospecting,FB_Prospecting_Broad,696.56,58067,871,27,2133.36
2025-11-21,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,472.66,39400,591,21,1681.13
2025-11-21,Meta Ads,Retargeting,FB_Retargeting_Catalog,258.02,21533,323,21,1707.42
2025-11-21,Microsoft Ads,Search,MS_Search_Brand,51.3,2150,86,3,240.73
2025-11-21,Microsoft Ads,Shopping,MS_Shopping_Feed,111.15,12333,185,4,292.18
2025-11-22,Google Ads,Search,GG_Search_Brand,150.58,3125,125,8,628.46
2025-11-22,Google Ads,Search,GG_Search_Generic,380.79,7925,317,9,757.01
2025-11-22,Google Ads,PMax,GG_PMax_Performance,824.76,34350,687,37,2939.17
2025-11-22,Google Ads,Shopping,GG_Shopping_Top_Products,461.32,25600,384,20,1612.58
2025-11-22,Meta Ads,Prospecting,FB_Prospecting_Broad,606.63,50533,758,21,1698.98
2025-11-22,Meta Ads,Prospecting,FB_Prospecting_Lookalikes,464.86,38733,581,21,1688.85
2025-11-22,Meta Ads,Retargeting,FB_Retargeting_Catalog,200.44,16733,251,14,1093.89
